order_id,order_date,order_year,order_month,order_day,order_hour,order_minute,order_second,is_weekend,order_status,return_reason,customer_id,customer_name,gender,age,customer_segment,country,city,customer_loyalty_score,total_orders_by_customer,account_creation_date,product_id,product_name,category,sub_category,brand,product_rating_avg,product_reviews_count,stock_quantity,unit_price_usd,quantity,discount_percent,discount_amount_usd,total_price_usd,cost_usd,profit_usd,tax_usd,currency,payment_method,payment_status,installment_plan,shipping_method,shipping_cost_usd,delivery_days,shipping_country,warehouse_location,delivery_status,rating,review_sentiment,customer_feedback,coupon_used,coupon_code,campaign_source,device_type,traffic_source,session_duration_minutes,pages_visited,abandoned_cart_before,fraud_risk_score,profit_margin_percent,order_priority,support_ticket_created
ORD-NVEWY,2025-05-19 14:05:41.871075,2025,5,19,14,5,41,No,Completed,,CUS-EIJCA,Ashley Kidd,Female,27,Regular,Belgium,Antwerp,9.4,7,2024-08-08,PRD-1Y0X,Phone Case Shockproof,Electronics,Accessories,GoPro,3.0,16,252,52.59,5,5,13.15,249.8,168.29999999999998,81.5,24.36,USD,Credit Card,Paid,Yes,Express,18.01,2,Belgium,UK,Delivered,3,Neutral,Average quality,No,,Google Ads,Mobile,Referral,46.2,1,Yes,88.9,32.63,Low,No
ORD-2FD38,2025-02-15 12:52:49.927948,2025,2,15,12,52,49,Yes,Completed,,CUS-5JFEO,Rebecca Leon,Female,30,Premium,United Kingdom,Leeds,16.5,19,2023-08-21,PRD-K0LU,Electric Toothbrush,Home,Furniture,Lenovo,4.8,3530,712,27.68,4,0,0.0,110.72,74.76,35.96,10.86,USD,Apple Pay,Paid,No,Next Day,23.23,13,United Kingdom,EU-Central,Delivered,3,Neutral,Could be better,No,,Organic,Mobile,Referral,56.5,4,Yes,42.0,32.48,Low,Yes
ORD-VO7RW,2024-07-25 09:16:01.260779,2024,7,25,9,16,1,No,Completed,,CUS-I5PES,Nancy Hunter,Female,62,Regular,Germany,Munich,52.7,42,2022-11-23,PRD-1UL7,Air Fryer 5L,Home,Appliances,Sony,4.5,2326,720,132.69,4,25,132.69,398.07,274.32,123.75,29.14,USD,Bank Transfer,Paid,Yes,Economy,2.52,7,Germany,USA-East,In Transit,2,Negative,,Yes,CPN-K4L,Instagram,Desktop,Direct,15.8,16,Yes,40.6,31.09,Medium,No
ORD-LVWQ7,2024-05-16 00:39:50.709898,2024,5,16,0,39,50,No,Completed,,CUS-GWM0I,Shawn Esparza,Male,55,Regular,France,Lyon,20.3,15,2022-04-03,PRD-PRZM,Tennis Balls Pack,Sports,Accessories,Sony,4.5,193,159,53.49,2,20,21.4,85.58,74.7,10.88,4.96,USD,Bank Transfer,Paid,No,Economy,24.12,3,France,EU-Central,Delivered,3,Neutral,Could be better,No,,Facebook,Desktop,Social,25.4,18,No,88.5,12.71,Medium,No
ORD-KQUQU,2024-05-02 04:45:48.429074,2024,5,2,4,45,48,No,Completed,,CUS-XXBJY,Rebecca Smith,Female,50,Premium,Australia,Adelaide,49.0,2,2023-06-27,PRD-KS02,Foam Roller,Health,Fitness,HP,3.0,3394,200,139.17,5,25,173.96,521.89,365.4500000000001,156.44,44.51,USD,Bank Transfer,Paid,Yes,Economy,23.27,9,Australia,Asia-Pacific,Delivered,4,Positive,Great product!,No,,Organic,Mobile,Direct,53.4,1,Yes,54.4,29.98,Low,Yes
ORD-WTERJ,2024-05-09 12:59:28.034078,2024,5,9,12,59,28,No,Completed,,CUS-NTFQP,Joe Huynh,Male,57,Regular,Canada,Toronto,43.7,49,2023-03-01,PRD-4VXK,Hooded Sweatshirt,Clothing,Shoes,Philips,3.5,4633,595,130.56,1,10,13.06,117.5,69.48,48.02,8.77,USD,Credit Card,Paid,Yes,Next Day,13.76,12,Canada,UK,In Transit,4,Positive,Highly recommended,Yes,CPN-81G,Affiliate,Desktop,Social,28.2,5,Yes,58.1,40.87,Medium,Yes
ORD-Q92PS,2025-01-07 19:44:31.121048,2025,1,7,19,44,31,No,Returned,Changed Mind,CUS-0OZFA,Chloe Swanson,Female,64,Regular,Belgium,Antwerp,21.4,34,2022-01-24,PRD-2SJX,Massage Gun Deep Tissue,Health,Personal Care,Asus,4.6,2734,466,22.12,5,20,22.12,88.48,56.65,31.83,6.3,USD,Credit Card,Paid,No,Next Day,22.74,5,Belgium,Asia-Pacific,Delivered,3,Neutral,Could be better,No,,Facebook,Desktop,Social,34.8,17,Yes,49.7,35.97,Low,Yes
ORD-OD92D,2025-11-16 18:04:55.490924,2025,11,16,18,4,55,Yes,Completed,,CUS-IWDYZ,Jonathan Cantu,Male,25,Premium,Australia,Sydney,83.4,27,2024-01-23,PRD-185I,Storage Box Set,Home,Appliances,Apple,3.1,3104,903,134.51,2,10,26.9,242.12,115.86,126.26,16.95,USD,Bank Transfer,Paid,No,Express,18.3,10,Australia,EU-Central,Delivered,3,Neutral,Good value for money,Yes,CPN-FJD,Affiliate,Tablet,Direct,8.1,3,Yes,37.2,52.15,Medium,Yes
ORD-C4N7J,2024-07-14 19:01:22.687065,2024,7,14,19,1,22,Yes,Completed,,CUS-E4B5H,Nancy Mcdonald,Female,67,Premium,Italy,Milan,31.1,17,2023-05-04,PRD-EO3T,Laptop Backpack Waterproof,Electronics,Cameras,Nike,3.7,4820,295,170.92,5,10,85.46,769.14,585.0,184.14,43.35,USD,Debit Card,Paid,Yes,Standard,8.54,10,Italy,EU-Central,Delivered,1,Negative,Not satisfied,No,,Email,Mobile,Direct,18.6,2,No,90.1,23.94,Medium,Yes
ORD-6YLJF,2025-12-22 17:02:19.848423,2025,12,22,17,2,19,No,Completed,,CUS-R7WWC,Daniel Clark,Male,46,Regular,France,Marseille,2.6,13,2023-05-25,PRD-9NTF,Smart Watch Series 8,Electronics,Smartphones,Huawei,3.1,4596,616,452.68,4,25,452.68,1358.04,1208.56,149.48,129.51,USD,Bank Transfer,Paid,No,Economy,3.28,10,France,USA-West,Delivered,4,Positive,,No,,Google Ads,Desktop,Email,45.7,6,Yes,33.4,11.01,Low,Yes
ORD-TVK14,2025-04-10 18:01:38.902939,2025,4,10,18,1,38,No,Returned,Wrong Item,CUS-JOYRU,Justin Hill,Male,70,Regular,United Kingdom,Leeds,39.3,43,2021-12-26,PRD-3UZ0,Denim Jeans Slim Fit,Clothing,Accessories,Samsung,3.2,1927,727,27.2,1,5,1.36,25.84,16.56,9.28,1.44,USD,Debit Card,Paid,No,Express,2.7,3,United Kingdom,USA-West,Delivered,3,Neutral,Excellent!,Yes,CPN-FXS,Instagram,Tablet,Search,30.9,4,No,44.0,35.91,Medium,Yes
ORD-B3KZM,2025-06-17 09:09:13.905241,2025,6,17,9,9,13,No,Returned,Wrong Item,CUS-V5RU4,Robert Jackson,Male,51,Regular,Canada,Calgary,61.5,44,2021-03-14,PRD-LTC7,Running Shoes Air Zoom,Clothing,Womens Wear,Xiaomi,3.4,1085,37,110.82,3,15,49.87,282.59,216.63,65.96,15.69,USD,Apple Pay,Paid,Yes,Express,5.12,4,Canada,UK,Delivered,4,Positive,Not satisfied,Yes,CPN-GN6,Facebook,Tablet,Social,52.3,20,Yes,33.0,23.34,Low,Yes
ORD-X3ZIT,2024-04-02 13:34:37.819781,2024,4,2,13,34,37,No,Completed,,CUS-P1JDC,Anthony Young,Male,36,Regular,Spain,Bilbao,78.7,14,2023-07-18,PRD-GYYD,4K Webcam Pro,Electronics,Laptops,Nike,4.7,3283,924,176.92,3,15,79.61,451.15,312.27,138.88,30.71,USD,Credit Card,Paid,Yes,Next Day,11.97,7,Spain,Asia-Pacific,Delivered,2,Negative,Fast delivery,No,,Instagram,Mobile,Search,14.4,8,No,50.9,30.78,High,Yes
ORD-1IRR1,2025-08-09 18:15:24.416092,2025,8,9,18,15,24,Yes,Returned,Better Price Elsewhere,CUS-ELJYS,Linda Miller,Female,38,Premium,Netherlands,Rotterdam,12.9,36,2025-01-23,PRD-RZ6G,USB Hub 7-Port,Electronics,Audio,Anker,4.2,1114,572,145.32,5,20,145.32,581.28,332.0,249.28,38.94,USD,Apple Pay,Paid,No,Next Day,20.06,9,Netherlands,Asia-Pacific,Delivered,1,Negative,Not satisfied,No,,Google Ads,Mobile,Direct,16.1,7,Yes,41.0,42.88,Low,Yes
ORD-KQGHM,2024-10-13 18:07:47.971063,2024,10,13,18,7,47,Yes,Processing,,CUS-Z3FUI,James Russell,Male,19,Regular,Australia,Brisbane,92.8,22,2024-09-21,PRD-2NQZ,Baseball Cap,Clothing,Kids Wear,Xiaomi,4.9,4318,337,54.4,5,0,0.0,272.0,165.7,106.3,15.99,USD,Apple Pay,Paid,No,Economy,8.22,8,Australia,UK,Pending,5,Positive,Excellent!,No,,Affiliate,Mobile,Email,47.6,20,Yes,54.6,39.08,Low,Yes
ORD-F7CBG,2024-10-19 20:01:46.847122,2024,10,19,20,1,46,Yes,Completed,,CUS-F00JZ,Erica Byrd,Female,29,Premium,France,Paris,59.8,17,2022-01-10,PRD-VWYK,Baseball Cap,Clothing,Womens Wear,GoPro,3.8,631,222,139.04,5,0,0.0,695.2,322.40000000000003,372.8,56.28,USD,Apple Pay,Paid,Yes,Express,23.86,13,France,USA-East,Delivered,2,Negative,Highly recommended,Yes,CPN-M9S,Organic,Tablet,Email,7.1,2,No,24.0,53.62,Medium,No
ORD-NKY62,2024-11-21 22:45:54.890172,2024,11,21,22,45,54,No,Completed,,CUS-6MK6O,James Brown,Male,57,Premium,United Kingdom,Leeds,49.9,23,2023-05-22,PRD-SMTT,Gym Gloves,Sports,Outdoor,Nikon,3.2,2848,188,134.7,5,0,0.0,673.5,317.75,355.75,46.59,USD,Apple Pay,Paid,Yes,Standard,22.78,9,United Kingdom,USA-West,Delivered,2,Negative,Excellent!,Yes,CPN-5OH,Organic,Desktop,Referral,41.8,9,No,99.4,52.82,Low,Yes
ORD-I1N7C,2025-10-15 23:25:51.182458,2025,10,15,23,25,51,No,Completed,,CUS-VXYJI,Patricia Nguyen,Female,58,Regular,Canada,Toronto,51.6,14,2022-04-30,PRD-BURX,Yoga Mat Non-Slip,Health,Medical Devices,Anker,3.7,107,545,12.45,3,15,5.6,31.75,22.56,9.19,3.11,USD,PayPal,Paid,No,Economy,17.46,8,Canada,Asia-Pacific,Delivered,5,Positive,,No,,Facebook,Mobile,Email,28.9,8,No,29.6,28.94,High,Yes
ORD-QDLRP,2024-12-03 14:34:33.671597,2024,12,3,14,34,33,No,Cancelled,,CUS-CLHUU,Christine Banks,Female,33,Regular,Netherlands,Utrecht,6.2,10,2021-09-18,PRD-HACD,Phone Case Shockproof,Electronics,Smartphones,Canon,3.7,4584,755,476.12,2,10,95.22,857.02,513.68,343.34,49.9,USD,Apple Pay,Failed,No,Express,9.85,10,Netherlands,USA-West,Delivered,4,Positive,Good value for money,No,,Email,Tablet,Direct,15.6,15,Yes,69.2,40.06,Medium,No
ORD-6L250,2024-11-03 16:20:00.664408,2024,11,3,16,20,0,Yes,Completed,,CUS-HMS0X,Daniel Tucker,Male,61,Regular,Canada,Calgary,93.5,10,2022-11-01,PRD-YGUP,Sports Bra High Impact,Clothing,Kids Wear,GoPro,3.5,4291,981,100.68,5,15,75.51,427.89,332.1,95.79,28.67,USD,Debit Card,Paid,No,Express,1.27,2,Canada,Asia-Pacific,In Transit,3,Neutral,Average quality,No,,Instagram,Desktop,Social,34.2,11,No,43.7,22.39,High,No
ORD-VGQG3,2025-08-25 08:29:47.729490,2025,8,25,8,29,47,No,Completed,,CUS-4DNWF,Kyle Miller,Male,50,Premium,France,Marseille,23.6,28,2024-03-10,PRD-N9QM,Electric Toothbrush,Home,Kitchen,Baseus,4.1,168,822,75.8,1,5,3.79,72.01,42.97,29.04,4.39,USD,Bank Transfer,Paid,No,Next Day,3.99,14,France,USA-West,Delivered,1,Negative,Not satisfied,Yes,CPN-K14,Email,Tablet,Referral,20.5,7,Yes,76.6,40.33,Low,Yes
ORD-FICL6,2024-10-04 17:22:41.795662,2024,10,4,17,22,41,No,Returned,Not As Described,CUS-0K7V0,Daniel Sanchez,Male,47,Premium,Spain,Madrid,9.1,36,2022-10-22,PRD-6ARI,Coffee Maker Automatic,Home,Bedding,HP,4.2,2655,831,208.76,3,0,0.0,626.28,298.95000000000005,327.33,42.04,USD,Bank Transfer,Paid,Yes,Standard,3.57,8,Spain,Asia-Pacific,Delivered,4,Positive,Great product!,No,,Instagram,Desktop,Email,25.6,15,Yes,65.0,52.27,High,Yes
ORD-O9LZR,2025-05-21 16:49:27.419309,2025,5,21,16,49,27,No,Completed,,CUS-43HNU,Kenneth Walker,Male,42,Premium,United Kingdom,Birmingham,49.7,13,2021-03-14,PRD-OAIM,Resistance Bands Set,Health,Supplements,Fitbit,4.7,370,948,172.28,4,20,137.82,551.3,468.88,82.42,31.26,USD,Debit Card,Paid,Yes,Next Day,2.92,5,United Kingdom,Asia-Pacific,Delivered,4,Positive,Fast delivery,Yes,CPN-EUR,Instagram,Mobile,Email,34.8,4,Yes,0.3,14.95,Medium,No
ORD-PHC1J,2025-03-14 15:37:04.647543,2025,3,14,15,37,4,No,Completed,,CUS-D88Q2,Douglas Williams,Male,28,Regular,Canada,Montreal,89.8,16,2021-10-12,PRD-HENQ,Coffee Maker Automatic,Home,Decor,Lenovo,3.8,2749,240,62.3,4,20,49.84,199.36,127.84,71.52,13.12,USD,Bank Transfer,Paid,No,Standard,4.48,6,Canada,USA-East,Delivered,1,Negative,Good value for money,Yes,CPN-I70,Facebook,Tablet,Email,4.6,11,No,48.5,35.87,High,Yes
ORD-YA6Y9,2026-01-07 19:37:24.773844,2026,1,7,19,37,24,No,Completed,,CUS-22NB5,Benjamin Johnson,Male,57,Regular,Netherlands,The Hague,41.6,21,2021-03-28,PRD-37MM,Hooded Sweatshirt,Clothing,Womens Wear,JBL,4.1,1229,586,108.09,4,15,64.85,367.51,233.56,133.95,28.36,USD,PayPal,Paid,No,Express,2.34,7,Netherlands,USA-West,Delivered,3,Neutral,,Yes,CPN-AIM,Instagram,Desktop,Search,11.0,20,Yes,4.5,36.45,Medium,No
ORD-LPC1N,2025-09-14 21:39:27.366435,2025,9,14,21,39,27,Yes,Completed,,CUS-ZYQUJ,Charles James,Male,53,Premium,Italy,Milan,57.0,32,2024-01-13,PRD-OAPA,Resistance Bands Set,Health,Supplements,Apple,3.3,2489,455,147.72,5,0,0.0,738.6,332.75,405.85,38.27,USD,Debit Card,Paid,No,Economy,22.46,1,Italy,USA-East,Delivered,3,Neutral,Average quality,Yes,CPN-M15,Facebook,Desktop,Search,8.8,12,No,17.2,54.95,High,No
ORD-VH1OS,2025-05-27 17:20:23.538476,2025,5,27,17,20,23,No,Cancelled,,CUS-LF684,Jeremy Garrett,Male,30,Premium,United States,Houston,21.1,24,2022-03-13,PRD-TU4B,Fitness Smart Band,Health,Supplements,Sony,3.4,2166,4,44.16,4,10,17.66,158.98,71.72,87.26,9.99,USD,Credit Card,Failed,Yes,Economy,9.51,6,United States,Asia-Pacific,Delivered,3,Neutral,Highly recommended,No,,Instagram,Desktop,Social,59.3,20,Yes,71.2,54.89,High,Yes
ORD-KIWZP,2024-08-07 21:26:22.898212,2024,8,7,21,26,22,No,Cancelled,,CUS-68A8I,Mr. Kevin Johnson MD,Male,53,Regular,Canada,Ottawa,46.5,28,2023-04-30,PRD-YRC1,Storage Box Set,Home,Furniture,Dell,4.8,278,296,272.09,1,20,54.42,217.67,112.63,105.04,17.92,USD,Bank Transfer,Paid,Yes,Economy,22.5,4,Canada,USA-West,Failed,3,Neutral,,No,,Instagram,Tablet,Direct,25.0,16,Yes,66.1,48.26,High,No
ORD-XYKFJ,2024-07-19 08:53:29.319892,2024,7,19,8,53,29,No,Completed,,CUS-Z0DO4,Jason Adams,Male,70,Regular,Australia,Sydney,39.6,38,2022-09-08,PRD-37GX,Running Shoes Air Zoom,Clothing,Kids Wear,HP,4.6,2975,224,111.64,1,20,22.33,89.31,57.3,32.01,7.82,USD,Debit Card,Paid,No,Economy,3.12,13,Australia,Asia-Pacific,Delivered,5,Positive,Could be better,Yes,CPN-7I7,Google Ads,Mobile,Email,50.1,8,Yes,91.7,35.84,Low,No
ORD-927RG,2025-01-29 18:43:52.999815,2025,1,29,18,43,52,No,Completed,,CUS-YCWUM,Jessica Lawrence,Female,54,Regular,Germany,Frankfurt,25.5,16,2024-11-29,PRD-9HUH,Wireless Bluetooth Earbuds,Electronics,Tablets,Nike,4.2,4979,71,447.81,1,25,111.95,335.86,221.28,114.58,16.89,USD,PayPal,Paid,Yes,Standard,17.04,12,Germany,Asia-Pacific,Delivered,1,Negative,,Yes,CPN-T47,Facebook,Desktop,Email,38.7,5,Yes,31.6,34.12,Medium,No
ORD-A9N3L,2024-04-05 17:43:41.276943,2024,4,5,17,43,41,No,Pending,,CUS-JLPBK,Michael Walters,Male,51,Regular,Netherlands,The Hague,61.1,42,2022-12-26,PRD-UVRM,Running Shoes Air Zoom,Clothing,Mens Wear,Nike,4.0,2205,844,53.9,4,0,0.0,215.6,139.04,76.56,12.32,USD,Debit Card,Pending,Yes,Next Day,22.09,1,Netherlands,EU-Central,Delivered,2,Negative,Average quality,Yes,CPN-I8M,Facebook,Mobile,Search,51.8,3,No,14.9,35.51,Medium,Yes
ORD-27QEA,2024-05-07 04:25:00.180891,2024,5,7,4,25,0,No,Returned,Changed Mind,CUS-DLOLM,Erin Hernandez,Female,46,Premium,France,Toulouse,16.3,42,2022-05-15,PRD-V5R6,Sports Bra High Impact,Clothing,Mens Wear,Logitech,3.2,367,810,125.89,3,0,0.0,377.67,163.32,214.35,27.85,USD,Credit Card,Paid,Yes,Next Day,14.64,3,France,EU-Central,Delivered,4,Positive,Average quality,No,,Instagram,Mobile,Referral,24.0,10,No,35.4,56.76,Medium,Yes
ORD-2HXNL,2025-03-26 11:43:03.657638,2025,3,26,11,43,3,No,Completed,,CUS-QGCDS,Tammy Nguyen,Female,58,Premium,Spain,Madrid,45.6,50,2021-09-12,PRD-T1XG,Portable SSD 1TB,Electronics,Accessories,Baseus,4.6,2704,326,365.45,2,0,0.0,730.9,317.48,413.42,68.32,USD,PayPal,Paid,Yes,Next Day,6.69,8,Spain,UK,Delivered,2,Negative,Highly recommended,No,,Instagram,Tablet,Referral,9.3,13,No,71.2,56.56,High,Yes
ORD-PDULC,2025-02-28 14:00:42.621462,2025,2,28,14,0,42,No,Completed,,CUS-8ZLCR,Carol Deleon,Female,30,Premium,Australia,Sydney,78.1,10,2022-02-07,PRD-ZYYG,Coffee Maker Automatic,Home,Kitchen,JBL,4.4,3453,841,138.06,2,20,55.22,220.9,160.3,60.6,12.15,USD,Debit Card,Paid,Yes,Express,20.0,4,Australia,Asia-Pacific,Delivered,2,Negative,Good value for money,Yes,CPN-7D4,Instagram,Tablet,Search,24.6,18,No,29.0,27.43,Low,Yes
ORD-6OIXJ,2024-10-01 17:56:49.292151,2024,10,1,17,56,49,No,Completed,,CUS-3KL0C,Danny Wallace,Male,59,Regular,Spain,Bilbao,25.9,29,2022-07-10,PRD-QKD0,LED Strip Lights 5m,Home,Furniture,Dell,4.4,3962,609,170.47,5,10,85.23,767.12,584.8,182.32,55.39,USD,Credit Card,Paid,No,Next Day,23.92,10,Spain,Asia-Pacific,Delivered,5,Positive,,No,,Organic,Desktop,Direct,10.7,15,Yes,61.2,23.77,High,No
ORD-EZOHE,2024-12-17 19:35:47.860728,2024,12,17,19,35,47,No,Processing,,CUS-0D39O,Ashley George,Female,47,Regular,France,Marseille,57.3,42,2024-10-28,PRD-SALK,Bedsheet Set Cotton,Home,Decor,Huawei,3.4,775,767,118.65,1,25,29.66,88.99,67.41,21.58,8.43,USD,Bank Transfer,Paid,No,Next Day,2.47,14,France,UK,Delivered,4,Positive,Fast delivery,Yes,CPN-EKO,Affiliate,Tablet,Search,14.6,4,No,99.6,24.25,Medium,Yes
ORD-20PSO,2026-01-06 23:02:18.022762,2026,1,6,23,2,18,No,Completed,,CUS-P91D8,Annette Hernandez,Female,41,Premium,Netherlands,Utrecht,87.6,31,2021-07-28,PRD-I6YJ,Wireless Mouse 2.4GHz,Electronics,Tablets,Anker,4.4,1481,430,25.83,1,5,1.29,24.54,12.98,11.56,1.41,USD,Debit Card,Paid,No,Standard,24.92,2,Netherlands,USA-West,Failed,3,Neutral,Average quality,Yes,CPN-D1C,Affiliate,Desktop,Email,36.8,6,No,85.9,47.11,Low,Yes
ORD-XXSK0,2025-08-12 11:43:05.799191,2025,8,12,11,43,5,No,Completed,,CUS-BE8XI,Jessica Miller,Female,27,Regular,France,Paris,52.9,6,2022-04-12,PRD-WBKX,Swimming Goggles,Sports,Outdoor,Xiaomi,3.5,4501,837,28.01,4,15,16.81,95.23,70.0,25.23,8.34,USD,Apple Pay,Paid,No,Economy,5.05,3,France,USA-West,Failed,2,Negative,Fast delivery,Yes,CPN-JG5,Google Ads,Desktop,Social,20.3,15,No,45.3,26.49,Medium,Yes
ORD-ZPETK,2025-01-13 11:20:59.770492,2025,1,13,11,20,59,No,Returned,Changed Mind,CUS-HWJ1C,Robert Martin,Male,61,Regular,United States,Los Angeles,42.5,1,2022-12-22,PRD-VRUQ,Bedsheet Set Cotton,Home,Decor,Apple,3.7,4971,506,97.44,4,25,97.44,292.32,219.48,72.84,20.03,USD,Bank Transfer,Paid,No,Next Day,9.32,1,United States,EU-Central,Delivered,5,Positive,Highly recommended,No,,Affiliate,Mobile,Referral,5.3,16,Yes,76.7,24.92,Low,No
ORD-7OM06,2025-07-11 00:38:50.699371,2025,7,11,0,38,50,No,Completed,,CUS-OL0SE,Thomas Cox,Male,63,Regular,United States,New York,99.3,47,2024-01-08,PRD-ILBY,Water Bottle Insulated,Sports,Sports Wear,Samsung,3.6,4901,409,212.51,2,5,21.25,403.77,288.2,115.57,35.32,USD,Apple Pay,Paid,Yes,Express,10.44,5,United States,Asia-Pacific,Delivered,2,Negative,Fast delivery,Yes,CPN-ZZH,Affiliate,Desktop,Direct,54.4,10,No,77.2,28.62,High,No
ORD-5FZDW,2026-01-09 08:10:42.566444,2026,1,9,8,10,42,No,Completed,,CUS-T160O,April Gilmore,Female,32,VIP,Canada,Vancouver,10.2,23,2023-08-08,PRD-QUXY,Casual Sneakers,Clothing,Mens Wear,HP,3.5,3862,470,30.3,1,0,0.0,30.3,14.87,15.43,2.35,USD,PayPal,Paid,No,Express,2.71,4,Canada,UK,Delivered,4,Positive,,Yes,CPN-WTN,Email,Desktop,Email,7.0,14,Yes,18.5,50.92,Low,No
ORD-VWZSQ,2024-05-13 01:20:16.769109,2024,5,13,1,20,16,No,Completed,,CUS-PNK7Z,Casey Sheppard,Male,43,Regular,United Kingdom,London,68.6,18,2022-02-08,PRD-RM52,Protein Shaker Bottle,Health,Personal Care,Nike,4.4,4039,453,126.01,2,0,0.0,252.02,147.84,104.18,23.88,USD,Apple Pay,Paid,No,Standard,17.49,11,United Kingdom,UK,Failed,3,Neutral,Excellent!,No,,Instagram,Desktop,Referral,19.5,14,Yes,0.9,41.34,Low,Yes
ORD-PTVJH,2024-06-17 20:12:42.791259,2024,6,17,20,12,42,No,Cancelled,,CUS-CR05Y,Keith Ruiz,Male,31,Regular,Belgium,Bruges,64.4,35,2021-06-07,PRD-NTFZ,Badminton Racket,Sports,Accessories,Logitech,3.8,1565,316,209.34,3,5,31.4,596.62,335.1,261.52,39.49,USD,PayPal,Failed,No,Next Day,15.44,11,Belgium,UK,Failed,2,Negative,Could be better,Yes,CPN-ABH,Organic,Tablet,Referral,15.5,1,Yes,5.3,43.83,High,No
ORD-MGQV8,2025-06-30 16:08:02.364380,2025,6,30,16,8,2,No,Completed,,CUS-Y6Q08,Patricia Williams,Female,30,VIP,France,Nice,79.1,27,2021-02-06,PRD-APHX,Desk Lamp LED,Home,Furniture,Apple,3.6,1076,494,31.0,1,0,0.0,31.0,17.67,13.33,2.87,USD,Apple Pay,Paid,No,Next Day,21.19,2,France,USA-West,Delivered,4,Positive,Excellent!,Yes,CPN-ROB,Instagram,Desktop,Referral,55.6,12,Yes,84.3,43.0,High,Yes
ORD-NRB4P,2025-10-14 02:43:38.029871,2025,10,14,2,43,38,No,Completed,,CUS-N7OQ6,Melissa Stevens,Female,53,Premium,United Kingdom,Leeds,2.8,6,2022-11-14,PRD-P9KZ,Digital Thermometer,Health,Supplements,Huawei,4.3,3399,372,32.18,1,0,0.0,32.18,16.08,16.1,3.11,USD,Debit Card,Paid,No,Express,8.23,1,United Kingdom,EU-Central,In Transit,3,Neutral,Could be better,No,,Organic,Desktop,Direct,22.2,8,Yes,62.7,50.03,High,Yes
ORD-UXQBH,2025-04-29 03:15:33.872077,2025,4,29,3,15,33,No,Completed,,CUS-I6WC0,Phillip Krueger,Male,69,VIP,France,Marseille,50.8,48,2022-12-01,PRD-TXS4,Tennis Balls Pack,Sports,Sports Wear,Samsung,4.2,2958,325,239.71,3,0,0.0,719.13,401.04,318.09,43.34,USD,Debit Card,Paid,Yes,Standard,15.37,5,France,Asia-Pacific,In Transit,2,Negative,Excellent!,Yes,CPN-YW2,Facebook,Tablet,Referral,20.9,6,Yes,90.0,44.23,High,No
ORD-TLN5W,2025-02-28 21:02:04.391804,2025,2,28,21,2,4,No,Completed,,CUS-VQA1E,Brittany Ortega,Female,59,Premium,France,Paris,77.1,20,2022-06-11,PRD-CLJ2,Yoga Pants Leggings,Clothing,Kids Wear,JBL,3.6,1125,186,120.35,5,15,90.26,511.49,418.85,92.64,48.49,USD,PayPal,Paid,No,Next Day,22.24,6,France,EU-Central,In Transit,4,Positive,Could be better,No,,Organic,Tablet,Social,16.3,16,No,65.4,18.11,Low,Yes
ORD-JRAGG,2025-09-19 19:17:42.242582,2025,9,19,19,17,42,No,Returned,Defective Product,CUS-KCEJC,Thomas Taylor,Male,41,Regular,Spain,Seville,9.4,34,2022-01-14,PRD-GCTH,Wireless Bluetooth Earbuds,Electronics,Accessories,JBL,3.1,1001,833,201.91,5,5,50.48,959.07,430.85,528.22,58.85,USD,Bank Transfer,Paid,No,Standard,12.61,10,Spain,USA-West,Delivered,3,Neutral,Could be better,No,,Affiliate,Desktop,Social,29.5,3,No,21.2,55.08,High,Yes
ORD-M8IAY,2025-03-02 10:46:24.343889,2025,3,2,10,46,24,Yes,Processing,,CUS-SYZ22,James Williams,Male,28,VIP,Belgium,Brussels,88.2,21,2021-12-24,PRD-DZ91,Yoga Mat Non-Slip,Health,Personal Care,Logitech,3.5,4680,864,42.72,1,0,0.0,42.72,25.46,17.26,4.11,USD,Debit Card,Paid,No,Express,5.64,2,Belgium,UK,Delivered,4,Positive,,No,,Google Ads,Tablet,Direct,2.0,13,No,55.2,40.4,Low,Yes
ORD-HY9YV,2024-04-14 02:18:16.055812,2024,4,14,2,18,16,Yes,Completed,,CUS-J1GUF,Jeff Tran,Male,75,Regular,Germany,Hamburg,72.3,44,2021-02-11,PRD-I3O7,Running Shoes Air Zoom,Clothing,Kids Wear,Huawei,3.2,668,604,20.03,1,15,3.0,17.03,10.01,7.02,0.88,USD,Bank Transfer,Paid,No,Express,19.39,5,Germany,Asia-Pacific,Pending,3,Neutral,Excellent!,No,,Google Ads,Tablet,Search,15.6,14,No,31.1,41.22,Low,No
ORD-LBAPR,2024-04-05 19:14:31.487837,2024,4,5,19,14,31,No,Completed,,CUS-LAWM4,Patricia Clark,Female,71,VIP,Italy,Florence,14.9,10,2021-09-09,PRD-6S9E,Screen Protector Tempered Glass,Electronics,Audio,Sony,4.8,4074,87,161.61,3,0,0.0,484.83,286.68,198.15,32.52,USD,Credit Card,Paid,Yes,Standard,1.35,8,Italy,USA-West,Delivered,4,Positive,Fast delivery,Yes,CPN-P6Q,Facebook,Tablet,Social,27.7,6,Yes,49.0,40.87,High,No
